nom_complet,url,nom,extension,numero,image_url,image_status,souhaitée,possédée,Illustrateur,Date de sortie
Pikachu with Grey Felt Hat (Promo SV 085),https://www.pokepedia.fr/Pikachu%20with%20Grey%20Felt%20Hat%20(Promo%20SV%20085),Pikachu with Grey Felt Hat,Promo SV,085,https://www.pokepedia.fr/images/2/2b/Carte_Promo_SV_085.png,OK,False,False,Naoyo Kimura,"septembre 28, 2023  +"
Bulbizarre (Écarlate et Violet 151 166),https://www.pokepedia.fr/Bulbizarre%20(%C3%89carlate%20et%20Violet%20151%20166),Bulbizarre,Écarlate et Violet 151,166,https://www.pokepedia.fr/images/c/c7/Carte_%C3%89carlate_et_Violet_151_166.png,OK,False,False,Yoriyuki Ikegami,"septembre 22, 2023  +"
Herbizarre (Écarlate et Violet 151 167),https://www.pokepedia.fr/Herbizarre%20(%C3%89carlate%20et%20Violet%20151%20167),Herbizarre,Écarlate et Violet 151,167,https://www.pokepedia.fr/images/9/90/Carte_%C3%89carlate_et_Violet_151_167.png,OK,False,False,Yoriyuki Ikegami,"septembre 22, 2023  +"
Salamèche (Écarlate et Violet 151 168),https://www.pokepedia.fr/Salam%C3%A8che%20(%C3%89carlate%20et%20Violet%20151%20168),Salamèche,Écarlate et Violet 151,168,https://www.pokepedia.fr/images/c/cd/Carte_%C3%89carlate_et_Violet_151_168.png,OK,False,False,miki kudo,"septembre 22, 2023  +"
Reptincel (Écarlate et Violet 151 169),https://www.pokepedia.fr/Reptincel%20(%C3%89carlate%20et%20Violet%20151%20169),Reptincel,Écarlate et Violet 151,169,https://www.pokepedia.fr/images/d/db/Carte_%C3%89carlate_et_Violet_151_169.png,OK,False,False,miki kudo,"septembre 22, 2023  +"
Carapuce (Écarlate et Violet 151 170),https://www.pokepedia.fr/Carapuce%20(%C3%89carlate%20et%20Violet%20151%20170),Carapuce,Écarlate et Violet 151,170,https://www.pokepedia.fr/images/f/fe/Carte_%C3%89carlate_et_Violet_151_170.png,OK,False,False,Mitsuhiro Arita,"septembre 22, 2023  +"
Carabaffe (Écarlate et Violet 151 171),https://www.pokepedia.fr/Carabaffe%20(%C3%89carlate%20et%20Violet%20151%20171),Carabaffe,Écarlate et Violet 151,171,https://www.pokepedia.fr/images/c/c5/Carte_%C3%89carlate_et_Violet_151_171.png,OK,False,False,Mitsuhiro Arita,"septembre 22, 2023  +"
Chenipan (Écarlate et Violet 151 172),https://www.pokepedia.fr/Chenipan%20(%C3%89carlate%20et%20Violet%20151%20172),Chenipan,Écarlate et Violet 151,172,https://www.pokepedia.fr/images/c/ca/Carte_%C3%89carlate_et_Violet_151_172.png,OK,False,False,Teeziro,"septembre 22, 2023  +"
Pikachu (Écarlate et Violet 151 173),https://www.pokepedia.fr/Pikachu%20(%C3%89carlate%20et%20Violet%20151%20173),Pikachu,Écarlate et Violet 151,173,https://www.pokepedia.fr/images/d/d4/Carte_%C3%89carlate_et_Violet_151_173.png,OK,False,False,Hiroyuki Yamamoto,"septembre 22, 2023  +"
Nidoking (Écarlate et Violet 151 174),https://www.pokepedia.fr/Nidoking%20(%C3%89carlate%20et%20Violet%20151%20174),Nidoking,Écarlate et Violet 151,174,https://www.pokepedia.fr/images/a/a9/Carte_%C3%89carlate_et_Violet_151_174.png,OK,False,False,Misaki Hashimoto,"septembre 22, 2023  +"
Psykokwak (Écarlate et Violet 151 175),https://www.pokepedia.fr/Psykokwak%20(%C3%89carlate%20et%20Violet%20151%20175),Psykokwak,Écarlate et Violet 151,175,https://www.pokepedia.fr/images/d/df/Carte_%C3%89carlate_et_Violet_151_175.png,OK,False,False,Whisker,"septembre 22, 2023  +"
Têtarte (Écarlate et Violet 151 176),https://www.pokepedia.fr/T%C3%AAtarte%20(%C3%89carlate%20et%20Violet%20151%20176),Têtarte,Écarlate et Violet 151,176,https://www.pokepedia.fr/images/9/95/Carte_%C3%89carlate_et_Violet_151_176.png,OK,False,False,Gemi,"septembre 22, 2023  +"
Machopeur (Écarlate et Violet 151 177),https://www.pokepedia.fr/Machopeur%20(%C3%89carlate%20et%20Violet%20151%20177),Machopeur,Écarlate et Violet 151,177,https://www.pokepedia.fr/images/6/6a/Carte_%C3%89carlate_et_Violet_151_177.png,OK,False,False,Tetsu Kayama,"septembre 22, 2023  +"
Saquedeneu (Écarlate et Violet 151 178),https://www.pokepedia.fr/Saquedeneu%20(%C3%89carlate%20et%20Violet%20151%20178),Saquedeneu,Écarlate et Violet 151,178,https://www.pokepedia.fr/images/0/05/Carte_%C3%89carlate_et_Violet_151_178.png,OK,False,False,Oswaldo KATO,"septembre 22, 2023  +"
M. Mime (Écarlate et Violet 151 179),https://www.pokepedia.fr/M.%20Mime%20(%C3%89carlate%20et%20Violet%20151%20179),M. Mime,Écarlate et Violet 151,179,https://www.pokepedia.fr/images/2/2b/Carte_%C3%89carlate_et_Violet_151_179.png,OK,False,False,OKACHEKE,"septembre 22, 2023  +"
Amonita (Écarlate et Violet 151 180),https://www.pokepedia.fr/Amonita%20(%C3%89carlate%20et%20Violet%20151%20180),Amonita,Écarlate et Violet 151,180,https://www.pokepedia.fr/images/3/33/Carte_%C3%89carlate_et_Violet_151_180.png,OK,False,False,Yano Keiji,"septembre 22, 2023  +"
Draco (Écarlate et Violet 151 181),https://www.pokepedia.fr/Draco%20(%C3%89carlate%20et%20Violet%20151%20181),Draco,Écarlate et Violet 151,181,https://www.pokepedia.fr/images/5/54/Carte_%C3%89carlate_et_Violet_151_181.png,OK,False,False,rika,"septembre 22, 2023  +"
Florizarre-ex (Écarlate et Violet 151 182),https://www.pokepedia.fr/Florizarre-ex%20(%C3%89carlate%20et%20Violet%20151%20182),Florizarre-ex,Écarlate et Violet 151,182,https://www.pokepedia.fr/images/b/ba/Carte_%C3%89carlate_et_Violet_151_182.png,OK,False,False,PLANETA Yamashita,"septembre 22, 2023  +"
Dracaufeu-ex (Écarlate et Violet 151 183),https://www.pokepedia.fr/Dracaufeu-ex%20(%C3%89carlate%20et%20Violet%20151%20183),Dracaufeu-ex,Écarlate et Violet 151,183,https://www.pokepedia.fr/images/d/d1/Carte_%C3%89carlate_et_Violet_151_183.png,OK,False,False,PLANETA Mochizuki,"septembre 22, 2023  +"
Tortank-ex (Écarlate et Violet 151 184),https://www.pokepedia.fr/Tortank-ex%20(%C3%89carlate%20et%20Violet%20151%20184),Tortank-ex,Écarlate et Violet 151,184,https://www.pokepedia.fr/images/e/e3/Carte_%C3%89carlate_et_Violet_151_184.png,OK,False,False,PLANETA Yamashita,"septembre 22, 2023  +"
Arbok-ex (Écarlate et Violet 151 185),https://www.pokepedia.fr/Arbok-ex%20(%C3%89carlate%20et%20Violet%20151%20185),Arbok-ex,Écarlate et Violet 151,185,https://www.pokepedia.fr/images/6/6f/Carte_%C3%89carlate_et_Violet_151_185.png,OK,False,False,Eske Yoshinob,"septembre 22, 2023  +"
Feunard-ex (Écarlate et Violet 151 186),https://www.pokepedia.fr/Feunard-ex%20(%C3%89carlate%20et%20Violet%20151%20186),Feunard-ex,Écarlate et Violet 151,186,https://www.pokepedia.fr/images/b/b3/Carte_%C3%89carlate_et_Violet_151_186.png,OK,False,False,PLANETA Tsuji,"septembre 22, 2023  +"
Grodoudou-ex (Écarlate et Violet 151 187),https://www.pokepedia.fr/Grodoudou-ex%20(%C3%89carlate%20et%20Violet%20151%20187),Grodoudou-ex,Écarlate et Violet 151,187,https://www.pokepedia.fr/images/6/63/Carte_%C3%89carlate_et_Violet_151_187.png,OK,False,False,Saki Hayashiro,"septembre 22, 2023  +"
Alakazam-ex (Écarlate et Violet 151 188),https://www.pokepedia.fr/Alakazam-ex%20(%C3%89carlate%20et%20Violet%20151%20188),Alakazam-ex,Écarlate et Violet 151,188,https://www.pokepedia.fr/images/b/bf/Carte_%C3%89carlate_et_Violet_151_188.png,OK,False,False,PLANETA Tsuji,"septembre 22, 2023  +"
Grolem-ex (Écarlate et Violet 151 189),https://www.pokepedia.fr/Grolem-ex%20(%C3%89carlate%20et%20Violet%20151%20189),Grolem-ex,Écarlate et Violet 151,189,https://www.pokepedia.fr/images/1/11/Carte_%C3%89carlate_et_Violet_151_189.png,OK,False,False,PLANETA Igarashi,"septembre 22, 2023  +"
Kangourex-ex (Écarlate et Violet 151 190),https://www.pokepedia.fr/Kangourex-ex%20(%C3%89carlate%20et%20Violet%20151%20190),Kangourex-ex,Écarlate et Violet 151,190,https://www.pokepedia.fr/images/c/cc/Carte_%C3%89carlate_et_Violet_151_190.png,OK,False,False,N-DESIGN Inc.,"septembre 22, 2023  +"
Lippoutou-ex (Écarlate et Violet 151 191),https://www.pokepedia.fr/Lippoutou-ex%20(%C3%89carlate%20et%20Violet%20151%20191),Lippoutou-ex,Écarlate et Violet 151,191,https://www.pokepedia.fr/images/d/de/Carte_%C3%89carlate_et_Violet_151_191.png,OK,False,False,Ayaka Yoshida,"septembre 22, 2023  +"
Électhor-ex (Écarlate et Violet 151 192),https://www.pokepedia.fr/%C3%89lecthor-ex%20(%C3%89carlate%20et%20Violet%20151%20192),Électhor-ex,Écarlate et Violet 151,192,https://www.pokepedia.fr/images/7/7e/Carte_%C3%89carlate_et_Violet_151_192.png,OK,False,False,takuyoa,"septembre 22, 2023  +"
Mew-ex (Écarlate et Violet 151 193),https://www.pokepedia.fr/Mew-ex%20(%C3%89carlate%20et%20Violet%20151%20193),Mew-ex,Écarlate et Violet 151,193,https://www.pokepedia.fr/images/7/7e/Carte_%C3%89carlate_et_Violet_151_193.png,OK,False,False,aky CG Works,"septembre 22, 2023  +"
Transfert de Léo (Écarlate et Violet 151 194),https://www.pokepedia.fr/Transfert%20de%20L%C3%A9o%20(%C3%89carlate%20et%20Violet%20151%20194),Transfert de Léo,Écarlate et Violet 151,194,https://www.pokepedia.fr/images/a/ad/Carte_%C3%89carlate_et_Violet_151_194.png,OK,False,False,GIDORA,"septembre 22, 2023  +"
Aide de Nina (Écarlate et Violet 151 195),https://www.pokepedia.fr/Aide%20de%20Nina%20(%C3%89carlate%20et%20Violet%20151%20195),Aide de Nina,Écarlate et Violet 151,195,https://www.pokepedia.fr/images/e/ed/Carte_%C3%89carlate_et_Violet_151_195.png,OK,False,False,Fumie Kittaka,"septembre 22, 2023  +"
Invitation d'Erika (Écarlate et Violet 151 196),https://www.pokepedia.fr/Invitation%20d%27Erika%20(%C3%89carlate%20et%20Violet%20151%20196),Invitation d'Erika,Écarlate et Violet 151,196,https://www.pokepedia.fr/images/1/17/Carte_%C3%89carlate_et_Violet_151_196.png,OK,False,False,saino misaki,"septembre 22, 2023  +"
Charisme de Giovanni (Écarlate et Violet 151 197),https://www.pokepedia.fr/Charisme%20de%20Giovanni%20(%C3%89carlate%20et%20Violet%20151%20197),Charisme de Giovanni,Écarlate et Violet 151,197,https://www.pokepedia.fr/images/5/52/Carte_%C3%89carlate_et_Violet_151_197.png,OK,False,False,hncl,"septembre 22, 2023  +"
Florizarre-ex (Écarlate et Violet 151 198),https://www.pokepedia.fr/Florizarre-ex%20(%C3%89carlate%20et%20Violet%20151%20198),Florizarre-ex,Écarlate et Violet 151,198,https://www.pokepedia.fr/images/b/be/Carte_%C3%89carlate_et_Violet_151_198.png,OK,False,False,Yoriyuki Ikegami,"septembre 22, 2023  +"
Dracaufeu-ex (Écarlate et Violet 151 199),https://www.pokepedia.fr/Dracaufeu-ex%20(%C3%89carlate%20et%20Violet%20151%20199),Dracaufeu-ex,Écarlate et Violet 151,199,https://www.pokepedia.fr/images/6/64/Carte_%C3%89carlate_et_Violet_151_199.png,OK,False,False,miki kudo,"septembre 22, 2023  +"
Tortank-ex (Écarlate et Violet 151 200),https://www.pokepedia.fr/Tortank-ex%20(%C3%89carlate%20et%20Violet%20151%20200),Tortank-ex,Écarlate et Violet 151,200,https://www.pokepedia.fr/images/a/a2/Carte_%C3%89carlate_et_Violet_151_200.png,OK,False,False,Mitsuhiro Arita,"septembre 22, 2023  +"
Alakazam-ex (Écarlate et Violet 151 201),https://www.pokepedia.fr/Alakazam-ex%20(%C3%89carlate%20et%20Violet%20151%20201),Alakazam-ex,Écarlate et Violet 151,201,https://www.pokepedia.fr/images/5/54/Carte_%C3%89carlate_et_Violet_151_201.png,OK,False,False,Shinya Komatsu,"septembre 22, 2023  +"
Électhor-ex (Écarlate et Violet 151 202),https://www.pokepedia.fr/%C3%89lecthor-ex%20(%C3%89carlate%20et%20Violet%20151%20202),Électhor-ex,Écarlate et Violet 151,202,https://www.pokepedia.fr/images/7/7a/Carte_%C3%89carlate_et_Violet_151_202.png,OK,False,False,Shiburingaru,"septembre 22, 2023  +"
Invitation d'Erika (Écarlate et Violet 151 203),https://www.pokepedia.fr/Invitation%20d%27Erika%20(%C3%89carlate%20et%20Violet%20151%20203),Invitation d'Erika,Écarlate et Violet 151,203,https://www.pokepedia.fr/images/c/c1/Carte_%C3%89carlate_et_Violet_151_203.png,OK,False,False,Cona Nitanda,"septembre 22, 2023  +"
Charisme de Giovanni (Écarlate et Violet 151 204),https://www.pokepedia.fr/Charisme%20de%20Giovanni%20(%C3%89carlate%20et%20Violet%20151%20204),Charisme de Giovanni,Écarlate et Violet 151,204,https://www.pokepedia.fr/images/2/2c/Carte_%C3%89carlate_et_Violet_151_204.png,OK,False,False,Hideki Ishikawa,"septembre 22, 2023  +"
Mew-ex (Écarlate et Violet 151 205),https://www.pokepedia.fr/Mew-ex%20(%C3%89carlate%20et%20Violet%20151%20205),Mew-ex,Écarlate et Violet 151,205,https://www.pokepedia.fr/images/1/1c/Carte_%C3%89carlate_et_Violet_151_205.png,OK,False,False,aky CG Works,"septembre 22, 2023  +"
Échange (Écarlate et Violet 151 206),https://www.pokepedia.fr/%C3%89change%20(%C3%89carlate%20et%20Violet%20151%20206),Échange,Écarlate et Violet 151,206,https://www.pokepedia.fr/images/3/36/Carte_%C3%89carlate_et_Violet_151_206.png,OK,False,False,Studio Bora Inc.,"septembre 22, 2023  +"
Ortide (Écarlate et Violet Flammes Obsidiennes 198),https://www.pokepedia.fr/Ortide%20(%C3%89carlate%20et%20Violet%20Flammes%20Obsidiennes%20198),Ortide,Écarlate et Violet Flammes Obsidiennes,198,https://www.pokepedia.fr/images/0/06/Carte_%C3%89carlate_et_Violet_Flammes_Obsidiennes_198.png,OK,False,False,Masako Tomii,"août 11, 2023  +"
Feunard (Écarlate et Violet Flammes Obsidiennes 199),https://www.pokepedia.fr/Feunard%20(%C3%89carlate%20et%20Violet%20Flammes%20Obsidiennes%20199),Feunard,Écarlate et Violet Flammes Obsidiennes,199,https://www.pokepedia.fr/images/3/31/Carte_%C3%89carlate_et_Violet_Flammes_Obsidiennes_199.png,OK,False,False,SIE NANAHARA,"août 11, 2023  +"
Superdofin (Écarlate et Violet Flammes Obsidiennes 200),https://www.pokepedia.fr/Superdofin%20(%C3%89carlate%20et%20Violet%20Flammes%20Obsidiennes%20200),Superdofin,Écarlate et Violet Flammes Obsidiennes,200,https://www.pokepedia.fr/images/5/5a/Carte_%C3%89carlate_et_Violet_Flammes_Obsidiennes_200.png,OK,False,False,Akira Komayama,"août 11, 2023  +"
Ampibidou (Écarlate et Violet Flammes Obsidiennes 201),https://www.pokepedia.fr/Ampibidou%20(%C3%89carlate%20et%20Violet%20Flammes%20Obsidiennes%20201),Ampibidou,Écarlate et Violet Flammes Obsidiennes,201,https://www.pokepedia.fr/images/5/5b/Carte_%C3%89carlate_et_Violet_Flammes_Obsidiennes_201.png,OK,False,False,KEIICHIRO ITO,"août 11, 2023  +"
Mélo (Écarlate et Violet Flammes Obsidiennes 202),https://www.pokepedia.fr/M%C3%A9lo%20(%C3%89carlate%20et%20Violet%20Flammes%20Obsidiennes%20202),Mélo,Écarlate et Violet Flammes Obsidiennes,202,https://www.pokepedia.fr/images/b/b6/Carte_%C3%89carlate_et_Violet_Flammes_Obsidiennes_202.png,OK,False,False,HYOGONOSUKE,"août 11, 2023  +"
Embrylex (Écarlate et Violet Flammes Obsidiennes 203),https://www.pokepedia.fr/Embrylex%20(%C3%89carlate%20et%20Violet%20Flammes%20Obsidiennes%20203),Embrylex,Écarlate et Violet Flammes Obsidiennes,203,https://www.pokepedia.fr/images/2/2a/Carte_%C3%89carlate_et_Violet_Flammes_Obsidiennes_203.png,OK,False,False,Miki Tanaka,"août 11, 2023  +"
Malosse (Écarlate et Violet Flammes Obsidiennes 204),https://www.pokepedia.fr/Malosse%20(%C3%89carlate%20et%20Violet%20Flammes%20Obsidiennes%20204),Malosse,Écarlate et Violet Flammes Obsidiennes,204,https://www.pokepedia.fr/images/0/03/Carte_%C3%89carlate_et_Violet_Flammes_Obsidiennes_204.png,OK,False,False,KYUPIYAMA,"août 11, 2023  +"
Cizayox (Écarlate et Violet Flammes Obsidiennes 205),https://www.pokepedia.fr/Cizayox%20(%C3%89carlate%20et%20Violet%20Flammes%20Obsidiennes%20205),Cizayox,Écarlate et Violet Flammes Obsidiennes,205,https://www.pokepedia.fr/images/3/3d/Carte_%C3%89carlate_et_Violet_Flammes_Obsidiennes_205.png,OK,False,False,Oku,"août 11, 2023  +"
Vrombi (Écarlate et Violet Flammes Obsidiennes 206),https://www.pokepedia.fr/Vrombi%20(%C3%89carlate%20et%20Violet%20Flammes%20Obsidiennes%20206),Vrombi,Écarlate et Violet Flammes Obsidiennes,206,https://www.pokepedia.fr/images/d/de/Carte_%C3%89carlate_et_Violet_Flammes_Obsidiennes_206.png,OK,False,False,Souichirou Gunjima,"août 11, 2023  +"
Roucool (Écarlate et Violet Flammes Obsidiennes 207),https://www.pokepedia.fr/Roucool%20(%C3%89carlate%20et%20Violet%20Flammes%20Obsidiennes%20207),Roucool,Écarlate et Violet Flammes Obsidiennes,207,https://www.pokepedia.fr/images/d/da/Carte_%C3%89carlate_et_Violet_Flammes_Obsidiennes_207.png,OK,False,False,Jerky,"août 11, 2023  +"
Roucoups (Écarlate et Violet Flammes Obsidiennes 208),https://www.pokepedia.fr/Roucoups%20(%C3%89carlate%20et%20Violet%20Flammes%20Obsidiennes%20208),Roucoups,Écarlate et Violet Flammes Obsidiennes,208,https://www.pokepedia.fr/images/9/91/Carte_%C3%89carlate_et_Violet_Flammes_Obsidiennes_208.png,OK,False,False,Jerky,"août 11, 2023  +"
Gourmelet (Écarlate et Violet Flammes Obsidiennes 209),https://www.pokepedia.fr/Gourmelet%20(%C3%89carlate%20et%20Violet%20Flammes%20Obsidiennes%20209),Gourmelet,Écarlate et Violet Flammes Obsidiennes,209,https://www.pokepedia.fr/images/4/4a/Carte_%C3%89carlate_et_Violet_Flammes_Obsidiennes_209.png,OK,False,False,Narumi Sato,"août 11, 2023  +"
Bekaglaçon-ex (Écarlate et Violet Flammes Obsidiennes 210),https://www.pokepedia.fr/Bekagla%C3%A7on-ex%20(%C3%89carlate%20et%20Violet%20Flammes%20Obsidiennes%20210),Bekaglaçon-ex,Écarlate et Violet Flammes Obsidiennes,210,https://www.pokepedia.fr/images/c/c1/Carte_%C3%89carlate_et_Violet_Flammes_Obsidiennes_210.png,OK,False,False,5ban Graphics,"août 11, 2023  +"
Tyranocif-ex (Écarlate et Violet Flammes Obsidiennes 211),https://www.pokepedia.fr/Tyranocif-ex%20(%C3%89carlate%20et%20Violet%20Flammes%20Obsidiennes%20211),Tyranocif-ex,Écarlate et Violet Flammes Obsidiennes,211,https://www.pokepedia.fr/images/f/fd/Carte_%C3%89carlate_et_Violet_Flammes_Obsidiennes_211.png,OK,False,False,5ban Graphics,"août 11, 2023  +"
Apireine-ex (Écarlate et Violet Flammes Obsidiennes 212),https://www.pokepedia.fr/Apireine-ex%20(%C3%89carlate%20et%20Violet%20Flammes%20Obsidiennes%20212),Apireine-ex,Écarlate et Violet Flammes Obsidiennes,212,https://www.pokepedia.fr/images/3/36/Carte_%C3%89carlate_et_Violet_Flammes_Obsidiennes_212.png,OK,False,False,5ban Graphics,"août 11, 2023  +"
Floréclat-ex (Écarlate et Violet Flammes Obsidiennes 213),https://www.pokepedia.fr/Flor%C3%A9clat-ex%20(%C3%89carlate%20et%20Violet%20Flammes%20Obsidiennes%20213),Floréclat-ex,Écarlate et Violet Flammes Obsidiennes,213,https://www.pokepedia.fr/images/3/36/Carte_%C3%89carlate_et_Violet_Flammes_Obsidiennes_213.png,OK,False,False,5ban Graphics,"août 11, 2023  +"
Absol-ex (Écarlate et Violet Flammes Obsidiennes 214),https://www.pokepedia.fr/Absol-ex%20(%C3%89carlate%20et%20Violet%20Flammes%20Obsidiennes%20214),Absol-ex,Écarlate et Violet Flammes Obsidiennes,214,https://www.pokepedia.fr/images/2/2d/Carte_%C3%89carlate_et_Violet_Flammes_Obsidiennes_214.png,OK,False,False,PLANETA Mochizuki,"août 11, 2023  +"
Dracaufeu-ex (Écarlate et Violet Flammes Obsidiennes 215),https://www.pokepedia.fr/Dracaufeu-ex%20(%C3%89carlate%20et%20Violet%20Flammes%20Obsidiennes%20215),Dracaufeu-ex,Écarlate et Violet Flammes Obsidiennes,215,https://www.pokepedia.fr/images/9/97/Carte_%C3%89carlate_et_Violet_Flammes_Obsidiennes_215.png,OK,False,False,5ban Graphics,"août 11, 2023  +"
Vrombotor-ex (Écarlate et Violet Flammes Obsidiennes 216),https://www.pokepedia.fr/Vrombotor-ex%20(%C3%89carlate%20et%20Violet%20Flammes%20Obsidiennes%20216),Vrombotor-ex,Écarlate et Violet Flammes Obsidiennes,216,https://www.pokepedia.fr/images/6/65/Carte_%C3%89carlate_et_Violet_Flammes_Obsidiennes_216.png,OK,False,False,takuyoa,"août 11, 2023  +"
Roucarnage-ex (Écarlate et Violet Flammes Obsidiennes 217),https://www.pokepedia.fr/Roucarnage-ex%20(%C3%89carlate%20et%20Violet%20Flammes%20Obsidiennes%20217),Roucarnage-ex,Écarlate et Violet Flammes Obsidiennes,217,https://www.pokepedia.fr/images/d/d0/Carte_%C3%89carlate_et_Violet_Flammes_Obsidiennes_217.png,OK,False,False,takuyoa,"août 11, 2023  +"
Alisma (Écarlate et Violet Flammes Obsidiennes 218),https://www.pokepedia.fr/Alisma%20(%C3%89carlate%20et%20Violet%20Flammes%20Obsidiennes%20218),Alisma,Écarlate et Violet Flammes Obsidiennes,218,https://www.pokepedia.fr/images/c/c9/Carte_%C3%89carlate_et_Violet_Flammes_Obsidiennes_218.png,OK,False,False,kirisAki,"août 11, 2023  +"
Ortiga (Écarlate et Violet Flammes Obsidiennes 219),https://www.pokepedia.fr/Ortiga%20(%C3%89carlate%20et%20Violet%20Flammes%20Obsidiennes%20219),Ortiga,Écarlate et Violet Flammes Obsidiennes,219,https://www.pokepedia.fr/images/b/b0/Carte_%C3%89carlate_et_Violet_Flammes_Obsidiennes_219.png,OK,False,False,Naoki Saito,"août 11, 2023  +"
Popi (Écarlate et Violet Flammes Obsidiennes 220),https://www.pokepedia.fr/Popi%20(%C3%89carlate%20et%20Violet%20Flammes%20Obsidiennes%20220),Popi,Écarlate et Violet Flammes Obsidiennes,220,https://www.pokepedia.fr/images/4/48/Carte_%C3%89carlate_et_Violet_Flammes_Obsidiennes_220.png,OK,False,False,yuu,"août 11, 2023  +"
Laïm (Écarlate et Violet Flammes Obsidiennes 221),https://www.pokepedia.fr/La%C3%AFm%20(%C3%89carlate%20et%20Violet%20Flammes%20Obsidiennes%20221),Laïm,Écarlate et Violet Flammes Obsidiennes,221,https://www.pokepedia.fr/images/9/9b/Carte_%C3%89carlate_et_Violet_Flammes_Obsidiennes_221.png,OK,False,False,nagimiso,"août 11, 2023  +"
Bekaglaçon-ex (Écarlate et Violet Flammes Obsidiennes 222),https://www.pokepedia.fr/Bekagla%C3%A7on-ex%20(%C3%89carlate%20et%20Violet%20Flammes%20Obsidiennes%20222),Bekaglaçon-ex,Écarlate et Violet Flammes Obsidiennes,222,https://www.pokepedia.fr/images/e/e9/Carte_%C3%89carlate_et_Violet_Flammes_Obsidiennes_222.png,OK,False,False,Toshinao Aoki,"août 11, 2023  +"
